114.1876576,22.3195624
114.1877488,22.3195326
114.1877917,22.3195128
114.1878293,22.3195078
114.1878829,22.319478
114.1879258,22.3194482
114.1879701,22.3194334
114.1880049,22.3194185
114.1880398,22.3194011
114.1880747,22.3193887
114.1881176,22.3193763
114.1881417,22.319349
114.1881712,22.3193465
114.1882276,22.3193192
114.1882892,22.319277
114.1883322,22.319277
114.1883804,22.3192597
114.1884073,22.3192349
114.1884448,22.3192274
114.1884824,22.319215
114.1885387,22.3191976
114.1885575,22.3191753
114.1886031,22.3191654
114.1886406,22.3191406
114.1886728,22.3191207
114.1886728,22.3190587
114.1886594,22.3190314
114.1886433,22.3189867
114.1886876,22.3189284
114.188751,22.318925
114.1887251,22.3188738
114.1886715,22.3188738
114.1886232,22.3189235
114.1885856,22.3188937
114.1885695,22.3188441
114.188532,22.3187845
114.1884998,22.31872
114.1884569,22.3186505
114.1884408,22.3186009
114.1883979,22.3185215
114.188355,22.3184371
114.1883228,22.3183875
114.1882799,22.3183279
114.188253,22.3182684
114.1882209,22.3182039
114.188194,22.3181294
114.1881458,22.318055
114.1881028,22.3179855
114.188076,22.3179359
114.1880546,22.3178714
114.1880438,22.3178218
114.1880438,22.3177374
114.1880814,22.3177126
114.1881404,22.3176977
114.1881565,22.3176084
114.1882155,22.3175984
114.188253,22.3175488
114.1882858,22.317529
114.188318,22.3175141
114.1883341,22.3174719
114.1883663,22.317457
114.1883931,22.3174248
114.1883931,22.3174248
114.1883162,22.3173926
114.1882733,22.3173777
114.1882116,22.3173479
114.1881607,22.3173157
114.1881285,22.3172611
114.1880614,22.3172611
114.1880373,22.3172958
114.1880426,22.3173653
114.1881097,22.3173852
114.1879514,22.3174199
114.1879166,22.3173852
114.1877959,22.3173603
114.1877449,22.3173603
114.1876966,22.3173628
114.1876913,22.3174125
114.1876913,22.3174646
114.1876859,22.3175241
114.1876832,22.3175688
114.1876752,22.3176333
114.1876698,22.3176854
114.1876698,22.3177449
114.1876644,22.3177946
114.1876659,22.3178634
114.1876659,22.3179254
114.1876632,22.3179726
114.1876632,22.3180297
114.1876632,22.3180818
114.1876632,22.318124
114.1876713,22.3181637
114.1876659,22.3182207
114.1876686,22.3182778
114.1876686,22.3183572
114.1876686,22.3183994
114.1876686,22.318444
114.1876686,22.3184937
114.1876686,22.3185383
114.1876659,22.318578
114.1876659,22.3186152
114.1876632,22.3186525
114.1876632,22.3187046
114.1876552,22.3187616
114.1876632,22.318851
114.1876498,22.3189105
114.1876579,22.3190792
114.1876552,22.3191884
114.1876525,22.3193423
114.1876579,22.3194241
114.1876579,22.3194787
114.1876552,22.3195432
